date,channel,campaign_name,impressions,clicks,conversions,spend,revenue
2024-11-23,Social,Brand_Awareness_FB,3822,41,0,58.22,0.0
2024-11-23,Display,Remarketing_Cart,8001,29,0,7.03,0.0
2024-11-23,Email,Re-engagement_Win-back,1634,70,8,39.32,1140.88
2024-11-26,Search,Competitor_Terms,1502,118,7,277.67,573.94
2024-11-26,Social,Retargeting_TikTok,7139,90,3,99.64,370.98
2024-11-26,Display,Remarketing_Cart,13207,43,0,14.65,0.0
2024-11-26,Email,Re-engagement_Win-back,2080,63,5,29.31,495.85
2024-11-30,Email,Newsletter_Weekly,1313,29,1,12.33,57.55
2024-11-30,Display,Remarketing_Cart,10660,44,0,13.98,0.0
2024-11-30,Search,Brand_Keywords,1041,62,7,133.01,575.79
2024-11-30,Social,Brand_Awareness_FB,5712,94,1,110.47,146.93
2024-12-04,Display,Lookalike_Audience,15499,56,0,17.49,0.0
2024-12-04,Social,Product_Launch_IG,7090,108,3,108.47,95.64
2024-12-04,Search,Brand_Keywords,1409,111,9,231.28,1180.63
2024-12-04,Email,Newsletter_Weekly,2041,49,3,19.99,329.25
2024-12-08,Social,Retargeting_TikTok,6565,52,1,61.01,149.07
2024-12-08,Display,Contextual_Targeting,6744,22,0,6.67,0.0
2024-12-08,Email,Re-engagement_Win-back,1268,56,3,26.58,181.74
2024-12-08,Search,Brand_Keywords,684,52,8,141.89,614.19
2024-12-11,Email,Promo_Flash_Sale,1638,63,3,27.4,248.29
2024-12-11,Search,Long_Tail_Queries,1237,95,8,265.17,354.02
2024-12-11,Display,Banner_Homepage,9615,43,0,11.25,0.0
2024-12-11,Social,Retargeting_TikTok,6358,96,2,114.77,255.7
2024-12-14,Search,Competitor_Terms,1063,50,3,115.98,404.37
2024-12-14,Display,Banner_Homepage,6445,22,0,7.8,0.0
2024-12-14,Email,Re-engagement_Win-back,1913,66,7,34.31,491.54
2024-12-14,Social,Brand_Awareness_FB,6722,88,2,113.8,79.9
2024-12-18,Search,Competitor_Terms,1296,75,8,175.52,1110.79
2024-12-18,Social,Product_Launch_IG,6916,96,2,116.79,137.91
2024-12-18,Email,Onboarding_Drip,2788,72,3,39.64,278.89
2024-12-18,Display,Banner_Homepage,12850,65,1,19.96,111.21
2024-12-22,Social,Retargeting_TikTok,4482,51,2,61.77,292.53
2024-12-22,Email,Onboarding_Drip,1675,38,4,22.22,339.76
2024-12-22,Search,Competitor_Terms,656,53,4,151.41,171.18
2024-12-22,Display,Remarketing_Cart,24394,99,0,13.59,0.0
2024-12-25,Social,Product_Launch_IG,9134,131,5,183.62,253.38
2024-12-25,Search,Product_Category,1463,59,4,162.03,238.69
2024-12-25,Display,Banner_Homepage,10575,42,0,11.3,0.0
2024-12-25,Email,Onboarding_Drip,1791,70,6,34.57,831.4
2024-12-29,Social,Brand_Awareness_FB,7428,114,3,147.64,144.42
2024-12-29,Search,Product_Category,767,44,4,97.43,213.78
2024-12-29,Email,Promo_Flash_Sale,2009,96,5,52.88,127.71
2024-12-29,Display,Banner_Homepage,7347,20,0,6.63,0.0
